,Month,Station,CO,NO2,O3,PM 10,SO2,Temperature,Humidity,Wind velocity
33,May,Las Aguilas,0.7058325268817205,0.022244086021505377,0.03111062365591398,29.387432795698924,0.0005656317204301075,23.813306451612902,41.53413978494624,4.3540322580645165
34,May,Las Pintas,0.7436399456521738,0.02078631793478261,0.034268288043478264,64.27759510869565,0.003800516304347826,26.651358695652174,40.44320652173913,2.305570652173913
35,May,Loma Dorada,0.9534341397849463,0.023811142473118278,0.02874994623655914,38.488561827956985,0.0034924865591397848,25.834139784946235,36.89301075268818,2.1841397849462365
36,May,Miravalle,0.9014274193548387,0.01884888440860215,0.026069139784946238,48.5267876344086,0.003413508064516129,25.738978494623655,41.86088709677419,2.9416666666666664
37,May,Oblatos,0.7806051075268818,0.014174529569892473,0.03270388440860215,43.89958333333333,0.0036043427419354835,26.25,47.19193548387097,4.207795698924731
38,May,Tlaquepaque,0.9230631720430108,0.021401209677419354,0.024807647849462367,36.02771505376344,0.0028257661290322584,24.64287634408602,38.25013440860215,3.360215053763441
39,May,Vallarta,0.6173131989247312,0.013325309139784946,0.03674836021505376,41.03141129032258,0.0019348790322580647,25.61209677419355,40.65416666666667,4.505510752688172
40,Jun,Atemajac,1.1697486111111113,0.017660277777777778,0.027737291666666664,28.30841666666667,0.0016598194444444444,23.42527777777778,53.489861111111104,3.8472222222222223
41,Jun,Las Aguilas,0.747470097357441,0.023684589707927677,0.027093727399165508,17.83997218358832,0.0005389986091794158,21.630319888734356,59.26119610570237,3.7757997218358836
42,Jun,Las Pintas,0.5647991608391608,0.021706909090909093,0.02969506293706294,42.60840559440559,0.0038041118881118885,24.431468531468532,59.73370629370629,1.884895104895105
43,Jun,Loma Dorada,1.1671399999999998,0.020830597222222223,0.025211987499999998,28.887638888888887,0.002996736388888889,21.94708333333333,59.95076388888889,1.6433333333333333
44,Jun,Miravalle,0.8654458333333334,0.025326097222222222,0.023427374999999997,48.27569444444445,0.002417527777777778,23.48916666666667,59.72986111111111,2.1418055555555555
45,Jun,Oblatos,0.821248611111111,0.016268861111111112,0.029114222222222225,25.820749999999997,0.00326225,23.914444444444445,65.58236111111111,3.459722222222222
46,Jun,Tlaquepaque,0.8382055555555556,0.020899397222222223,0.021320027777777778,28.393263888888885,0.0021813431944444446,22.33138888888889,55.37097222222222,2.9715277777777778
47,Jun,Vallarta,1.5752769166666667,0.015572166666666666,0.03370647222222222,26.369319444444443,0.0019001527777777777,23.413194444444443,58.09305555555556,3.8565277777777776
48,Jul,Atemajac,1.2755295698924731,0.017858333333333334,0.023609825268817202,19.482849462365593,0.0017410752688172043,22.753360215053764,56.3880376344086,3.5298387096774193
49,Jul,Las Aguilas,0.8141612903225807,0.028969811827956993,0.023746048387096774,19.67659946236559,0.0016270833333333332,21.021102150537637,62.108870967741936,3.4073924731182794
50,Jul,Las Pintas,0.6322745625841184,0.02186009421265141,0.02558728129205922,43.356056527590844,0.0037906594885598927,23.7578734858681,63.049663526244956,1.8018842530282637
51,Jul,Loma Dorada,0.6993225806451614,0.02104875,0.018128817204301075,34.57373655913979,0.0019729986559139786,21.226209677419355,63.03709677419354,1.243279569892473
52,Jul,Miravalle,0.8889838709677419,0.022970013440860217,0.020992674731182798,50.479139784946234,0.002554233870967742,22.86720430107527,62.70672043010753,2.1330645161290325
53,Jul,Oblatos,0.8280618279569892,0.01648518817204301,0.024548938172043015,27.393615591397847,0.003247768817204301,23.32983870967742,69.02930107526882,3.252688172043011
54,Jul,Tlaquepaque,0.8023555854643338,0.021198041722745625,0.017572462987886946,27.881480484522207,0.00221442799461642,22.053028263795426,57.13485868102288,2.635935397039031
55,Jul,Vallarta,0.8358845967741936,0.016634388440860216,0.03014400537634409,25.417217741935485,0.0019134375,22.690591397849463,61.43373655913978,3.507258064516129
56,Aug,Atemajac,1.1032986559139786,0.018044059139784945,0.01839329301075269,48.87627956989247,0.0018089784946236558,22.696908602150536,57.78279569892473,3.4559139784946233
57,Aug,Las Aguilas,0.8384414535666218,0.028309421265141316,0.022041359353970388,15.228667563930014,0.0017405114401076714,21.113189771197845,62.79690444145356,3.4795423956931364
58,Aug,Las Pintas,0.7030551816958277,0.023356662180349933,0.022462099596231497,41.732422611036334,0.0037470255720053838,23.80349932705249,64.75814266487214,1.755450874831763
59,Aug,Loma Dorada,0.747505376344086,0.021408857526881722,0.016753212365591397,30.4768064516129,0.0021072849462365592,21.350268817204302,64.30940860215054,1.184005376344086
60,Aug,Miravalle,1.193967741935484,0.02148559139784946,0.01947633064516129,56.53606182795699,0.002585913978494624,22.92231182795699,64.11827956989248,1.9869623655913977
61,Aug,Oblatos,0.8231386271870794,0.017931049798115748,0.02175444145356662,30.499865410497982,0.0033449259757738895,23.241951547779273,70.60561238223418,3.288021534320323
62,Aug,Tlaquepaque,0.9191693548387097,0.02135186827956989,0.01628794623655914,50.09118279569893,0.0021271586021505374,22.3122311827957,57.63467741935484,2.649596774193548
63,Aug,Vallarta,0.7464538978494624,0.017096801075268817,0.02792844086021505,40.011572580645165,0.0019011290322580644,22.78655913978495,62.409408602150535,3.4504032258064514
64,Sep,Atemajac,1.00680625,0.016258166666666667,0.02138013888888889,29.538195833333333,0.0015888333333333334,22.49875,57.273472222222225,3.868333333333333
65,Sep,Las Aguilas,0.793020979020979,0.02629942657342657,0.023337230769230766,24.800279720279722,0.001649034965034965,21.096363636363638,61.31944055944056,3.9180419580419583
66,Sep,Las Pintas,0.5389208333333334,0.01948711111111111,0.02509788888888889,40.18827777777778,0.003718916666666667,23.779444444444444,62.85402777777778,1.95
67,Sep,Loma Dorada,0.782935,0.02035323611111111,0.01789636111111111,25.788777777777774,0.002178986111111111,21.39847222222222,63.26708333333334,1.312361111111111
68,Sep,Miravalle,0.7700972222222222,0.020160652777777777,0.01622388888888889,99.86115277777778,0.0026589166666666666,23.14263888888889,61.35194444444445,2.5218055555555554
69,Sep,Oblatos,0.7744791666666667,0.015397555555555555,0.022598819444444442,29.65591666666667,0.003150916666666667,23.27611111111111,69.24722222222222,3.5974999999999997
70,Sep,Tlaquepaque,0.7787166666666667,0.01764848611111111,0.018312541666666664,29.384,0.0019169999999999999,22.313333333333333,55.744305555555556,3.058472222222222
71,Sep,Vallarta,0.7529153194444445,0.01576797361111111,0.031004874999999998,28.971416666666663,0.0019463194444444445,22.908194444444447,60.40416666666667,3.879166666666667
72,Oct,Atemajac,0.9700658602150538,0.0232982123655914,0.016836854838709676,30.738736559139785,0.0017620430107526883,22.284139784946237,49.33629032258064,3.670698924731183
73,Oct,Las Aguilas,0.8036567967698519,0.031001170928667564,0.02263069851951548,25.323835800807537,0.0019147913862718707,20.80148048452221,53.90578734858681,3.721399730820996
74,Oct,Las Pintas,0.8318948787061994,0.029856185983827492,0.019219797843665766,86.4950539083558,0.003694299191374663,23.291644204851753,54.99811320754717,1.8539083557951481
75,Oct,Loma Dorada,1.432631989247312,0.029811155913978496,0.012505564516129032,45.71341397849462,0.002318059946236559,21.124327956989248,54.65067204301075,1.4059139784946237
76,Oct,Miravalle,1.0488575268817204,0.027298024193548386,0.014629798387096774,77.23846774193548,0.003501774193548387,22.590994623655916,54.51397849462366,2.385215053763441
77,Oct,Oblatos,0.9379529569892473,0.02440655913978495,0.017354422043010753,26.88154569892473,0.003294274193548387,23.131182795698923,60.160483870967745,3.304301075268817
78,Oct,Tlaquepaque,1.0192526881720432,0.02690263440860215,0.014036478494623656,26.863266129032258,0.00192342876344086,22.00483870967742,48.513306451612905,3.1086021505376347
79,Oct,Vallarta,0.6880447580645161,0.0193175,0.027840201612903227,27.574260752688172,0.0020212231182795697,22.598387096774193,52.97016129032259,3.681182795698925
80,Nov,Atemajac,1.363938888888889,0.024488486111111114,0.01750706388888889,41.57745833333333,0.0020376527777777776,20.46708333333333,51.94027777777778,3.067777777777778
81,Nov,Las Aguilas,0.9223616133518776,0.017178692628650905,0.019171390820584146,30.662447844228094,0.0020764673157162724,19.2547983310153,55.609874826147426,3.3833101529902643
82,Nov,Las Pintas,1.1535957767722473,0.026360437405731525,0.021467707390648568,62.48463046757164,0.003748793363499246,21.80920060331825,57.54057315233786,1.6796380090497736
83,Nov,Loma Dorada,1.034540277777778,0.034906680555555555,0.015150458333333332,42.40511111111111,0.002524222222222222,19.585694444444446,55.62444444444444,1.1406944444444445
84,Nov,Miravalle,1.2590708333333334,0.025427986111111113,0.01669072222222222,67.30384722222222,0.0028284722222222227,20.972916666666666,56.38430555555555,2.118333333333333
85,Nov,Oblatos,0.9881319444444445,0.019852694444444444,0.019289999999999998,65.01170833333333,0.0036230833333333336,21.55111111111111,61.43125,3.0368055555555555
86,Nov,Tlaquepaque,1.3304861111111113,0.026307319444444442,0.015654916666666668,40.44470833333333,0.002141888888888889,20.29208333333333,50.67236111111111,2.1643055555555555
87,Nov,Vallarta,1.19300125,0.025923513888888885,0.025013430555555556,26.191805555555554,0.0019278055555555557,20.990972222222222,54.498333333333335,3.1877777777777774
88,Dec,Atemajac,1.512845430107527,0.02733596774193548,0.019704126344086022,51.28255376344086,0.002571989247311828,20.70241935483871,48.515053763440854,2.8815860215053766
89,Dec,Las Aguilas,0.993225806451613,0.0348247311827957,0.020668145161290324,30.844879032258063,0.0022868951612903224,19.615188172043013,50.71666666666666,3.078494623655914
90,Dec,Las Pintas,1.3466561151079137,0.0294603309352518,0.02229261870503597,88.16581294964028,0.003793510791366907,21.817697841726616,54.09424460431654,1.5228776978417267
91,Dec,Loma Dorada,1.1475602150537634,0.02959182795698925,0.017498051075268816,48.05588709677419,0.0025819623655913976,20.115725806451614,49.9481182795699,1.0045698924731183
92,Dec,Miravalle,1.7359744623655915,0.029396922043010754,0.01765872311827957,69.02255376344085,0.004064744623655914,21.371370967741935,51.914112903225806,2.0411290322580644
93,Dec,Oblatos,1.1686209677419355,0.025835646505376342,0.020163346774193548,49.00895161290322,0.0037508346774193548,21.989381720430107,56.062768817204294,2.746908602150538
94,Dec,Tlaquepaque,1.4415316285329745,0.028261022880215342,0.01623543741588156,48.3807267833109,0.002628391655450875,20.5,47.129744279946166,2.1746971736204577
95,Dec,Vallarta,1.358369623655914,0.03054815860215054,0.02708763440860215,32.021061827956984,0.0019731720430107525,21.475940860215054,49.561021505376345,2.9216397849462363
