,Hour,Station,CO,NO2,O3,PM 10,SO2,Temperature,Humidity,Wind velocity
76,10,Miravalle,1.3556530054644809,0.029405519125683063,0.013549945355191256,62.48579234972677,0.0040046721311475415,20.34262295081967,60.16284153005464,2.1448087431693987
77,10,Oblatos,1.0985136612021857,0.02067964480874317,0.01519002732240437,45.399508196721314,0.0038674863387978143,19.783060109289618,67.09344262295082,2.8341530054644806
78,10,Tlaquepaque,1.2328360655737705,0.027690286885245902,0.012529590163934425,43.66398907103825,0.0029122568306010925,18.980601092896173,57.15349726775956,2.471857923497268
79,10,Vallarta,1.3905245901639345,0.02984584699453552,0.017567349726775955,39.941393442622946,0.0019647540983606555,19.933333333333334,59.366939890710384,3.0754098360655737
80,11,Atemajac,1.1014877049180327,0.023528551912568304,0.023298032786885244,43.43622950819672,0.002156229508196721,21.48688524590164,49.27841530054645,3.3278688524590163
81,11,Las Aguilas,1.1158825136612023,0.037156857923497266,0.020502650273224045,34.779781420765026,0.0017698907103825138,19.914207650273227,53.85628415300547,3.7114754098360656
82,11,Las Pintas,0.6858681318681319,0.022656071428571428,0.025233873626373624,49.660989010989006,0.0037383516483516484,23.126373626373628,52.17967032967034,1.5436813186813185
83,11,Loma Dorada,0.9536519125683061,0.024419535519125683,0.01900390163934426,40.93647540983606,0.003458114754098361,20.3931693989071,54.95245901639344,1.5912568306010928
84,11,Miravalle,1.0115136612021858,0.025825437158469945,0.01839587431693989,62.27743169398907,0.003776010928961749,22.00136612021858,53.94371584699454,2.678415300546448
85,11,Oblatos,0.8781109589041095,0.017189534246575343,0.023333671232876715,41.51142465753425,0.003587506849315068,21.654794520547945,61.095342465753426,3.2435616438356165
86,11,Tlaquepaque,0.9374262295081968,0.02244344262295082,0.0190972131147541,40.45122950819672,0.0024834344262295084,20.884153005464483,50.359426229508195,3.0010928961748635
87,11,Vallarta,1.1374939890710383,0.02508918032786885,0.027525136612021855,38.87204918032787,0.0019448360655737707,21.585792349726773,53.02978142076503,3.8781420765027326
88,12,Atemajac,0.9695355191256831,0.018788114754098362,0.031901775956284156,38.532786885245905,0.0019301092896174864,23.450819672131146,42.712021857923496,3.9120218579234973
89,12,Las Aguilas,0.8980874316939891,0.03488275956284153,0.029864754098360657,32.30912568306011,0.0015383333333333334,21.418579234972675,48.54972677595629,4.216666666666667
90,12,Las Pintas,0.5180549450549451,0.01725706043956044,0.034912747252747255,43.78104395604395,0.003664258241758242,24.88021978021978,45.28186813186813,1.785989010989011
91,12,Loma Dorada,0.9315278688524591,0.02076814207650273,0.025799180327868855,35.90049180327869,0.003347251366120218,21.950273224043716,49.52322404371585,1.7418032786885247
92,12,Miravalle,0.834811475409836,0.021653415300546448,0.024296666666666668,61.900983606557375,0.003508087431693989,23.64207650273224,48.09207650273224,3.058196721311475
93,12,Oblatos,0.7668267759562841,0.014767103825136614,0.03206398907103825,38.797732240437156,0.003422950819672131,23.623005464480876,54.43912568306011,3.5685792349726775
94,12,Tlaquepaque,0.7846830601092897,0.017925409836065574,0.025300136612021858,37.48762295081967,0.002157174316939891,22.892896174863385,43.439945355191256,3.45464480874317
95,12,Vallarta,0.9346133879781422,0.019302841530054647,0.03773060109289617,36.057759562841525,0.0019255464480874317,23.26344262295082,47.13131147540984,4.3767759562841535
96,13,Atemajac,0.9279377049180328,0.01641866120218579,0.03823428961748634,36.07213114754098,0.0018041803278688524,25.231147540983606,37.181693989071036,4.353551912568307
97,13,Las Aguilas,0.7718147540983606,0.0322001912568306,0.03812307103825137,28.823852459016397,0.0013824043715846993,22.88879781420765,43.65573770491803,4.52568306010929
98,13,Las Pintas,0.47773461538461537,0.01492868131868132,0.0427467032967033,42.7581043956044,0.0036327197802197807,26.421153846153842,39.948076923076925,1.9395604395604396
99,13,Loma Dorada,0.8255010928961749,0.018895027322404372,0.031236311475409836,33.51839890710382,0.00328303825136612,23.366666666666667,44.70109289617486,1.8792349726775954
100,13,Miravalle,0.7441174863387977,0.01918030054644809,0.029338005464480874,62.567622950819676,0.003332021857923497,25.12431693989071,43.267486338797816,3.273224043715847
101,13,Oblatos,0.7337236263736264,0.013813461538461538,0.03847324175824176,35.75656593406593,0.0033511813186813187,25.327060439560437,48.84574175824176,3.7923076923076926
102,13,Tlaquepaque,0.7231420765027323,0.015560683060109291,0.030237983606557377,34.28453551912568,0.0018836770491803278,24.71120218579235,37.56543715846995,3.6647540983606555
103,13,Vallarta,0.8158168852459016,0.015381426229508197,0.0460101912568306,34.06213114754098,0.0019002704918032786,24.824153005464478,41.909699453551916,4.620491803278688
104,14,Atemajac,0.9041366120218579,0.01510707650273224,0.04305144808743169,34.34836065573771,0.00170724043715847,26.7120218579235,32.80081967213115,4.728961748633879
105,14,Las Aguilas,0.7011639344262295,0.030271857923497267,0.044204644808743164,26.52814207650273,0.0013258196721311476,24.13743169398907,39.58497267759563,4.816939890710382
106,14,Las Pintas,0.48615934065934063,0.013211895604395604,0.048230357142857144,42.091373626373624,0.003616098901098901,27.76098901098901,35.505494505494504,2.1513736263736263
107,14,Loma Dorada,0.7657087431693989,0.017637868852459018,0.03545327868852459,32.4692349726776,0.003237136612021858,24.59863387978142,40.65218579234973,2.0150273224043715
108,14,Miravalle,0.6739234972677596,0.017738169398907103,0.033393715846994534,65.79814207650273,0.003268688524590164,26.403551912568307,39.19344262295082,3.4617486338797816
109,14,Oblatos,0.7029549180327869,0.013367076502732242,0.04348863387978142,34.12874316939891,0.003286584699453552,26.806830601092894,44.05928961748634,4.137431693989071
110,14,Tlaquepaque,0.6932819672131147,0.01461327868852459,0.033701010928961744,32.520765027322405,0.0017395286885245904,26.237704918032787,33.22704918032787,3.864207650273224
111,14,Vallarta,0.7452124316939891,0.013232937158469946,0.05203147540983607,32.46642076502732,0.0018968333333333333,26.159016393442624,37.70956284153006,4.772131147540984
112,15,Atemajac,0.8859426229508197,0.014324098360655737,0.04580472677595628,33.24669398907104,0.0016674043715846994,27.838524590163935,29.539071038251365,5.057650273224043
113,15,Las Aguilas,0.6575773480662983,0.028694060773480662,0.04702566298342541,24.73707182320442,0.0013160220994475138,25.193093922651933,36.37209944751381,5.0848066298342545
114,15,Las Pintas,0.4432087912087912,0.012195082417582416,0.05143406593406594,40.87494505494505,0.003596456043956044,28.92087912087912,31.974725274725273,2.2989010989010987
115,15,Loma Dorada,0.6843830601092896,0.01641814207650273,0.03802516393442623,30.27295081967213,0.0031765948087431693,25.618852459016395,37.46311475409836,2.092622950819672
116,15,Miravalle,0.6436010928961748,0.016443333333333334,0.03621191256830601,70.85101092896176,0.0031487431693989066,27.425956284153006,35.916666666666664,3.546448087431694
117,15,Oblatos,0.673327868852459,0.012956803278688525,0.04621016393442623,33.40896174863388,0.0032289644808743173,27.93688524590164,40.49972677595628,4.421857923497268
118,15,Tlaquepaque,0.6910568306010929,0.014356147540983605,0.03516505464480874,31.403032786885248,0.0016853688524590164,27.433333333333334,29.948633879781422,4.01448087431694
119,15,Vallarta,0.7063166666666667,0.01181617213114754,0.05519166666666667,31.389371584699454,0.001882978142076503,27.2155737704918,34.41393442622951,4.963661202185793
120,16,Atemajac,0.8446289617486339,0.013277076502732242,0.04572281420765027,33.00262841530054,0.0016163852459016395,28.435792349726775,27.81639344262295,5.317486338797814
121,16,Las Aguilas,0.5962451790633609,0.027470716253443522,0.04776104683195592,23.34900826446281,0.001275564738292011,25.898898071625343,34.15812672176308,5.207438016528926
122,16,Las Pintas,0.43653846153846154,0.011653324175824176,0.05205296703296703,40.63008241758242,0.003583571428571428,29.73791208791209,29.578846153846158,2.5085164835164835
123,16,Loma Dorada,0.6808256830601093,0.016336967213114756,0.038979071038251364,28.44467213114754,0.0031648251366120216,26.299180327868854,35.290983606557376,2.2584699453551913
124,16,Miravalle,0.6431803278688525,0.015927486338797814,0.03640144808743169,78.95625683060109,0.003128497267759563,28.09863387978142,33.843442622950825,3.5510928961748633
125,16,Oblatos,0.6365027322404372,0.012348879781420765,0.047043579234972675,33.979972677595626,0.003203196721311475,28.65,38.147267759562844,4.631967213114754
126,16,Tlaquepaque,0.6485587431693989,0.013461191256830603,0.03548844262295082,30.95773224043716,0.001644986338797814,28.18524590163934,27.897540983606557,4.173224043715847
127,16,Vallarta,0.6593124863387978,0.01080427868852459,0.05550344262295082,29.980792349726773,0.0018894262295081966,27.92431693989071,32.34890710382514,5.127322404371585
128,17,Atemajac,0.8526639344262295,0.013690928961748634,0.04362040983606558,33.24191256830601,0.0015825956284153007,28.51775956284153,27.336885245901637,5.598907103825136
129,17,Las Aguilas,0.556637431693989,0.026461475409836066,0.045484699453551915,22.753005464480875,0.001238087431693989,26.092896174863387,33.34180327868852,5.430327868852459
130,17,Las Pintas,0.4471318681318681,0.012178406593406594,0.05024431318681319,43.23041208791209,0.0035740934065934065,29.973351648351645,28.843406593406595,2.692582417582418
131,17,Loma Dorada,0.663072131147541,0.017102650273224045,0.03769180327868853,28.954945355191256,0.003146112295081967,26.512295081967213,34.53360655737705,2.231147540983607
132,17,Miravalle,0.6593251366120219,0.016103306010928964,0.03528508196721311,82.23625683060109,0.003075081967213115,28.283879781420765,33.28661202185792,3.591530054644809
133,17,Oblatos,0.6412677595628415,0.012813062841530056,0.044982459016393445,34.30002732240437,0.003167431693989071,28.812568306010927,37.45846994535519,4.751366120218579
134,17,Tlaquepaque,0.6480232876712329,0.013988301369863015,0.033789369863013695,30.893520547945204,0.0016264356164383562,28.254520547945205,27.61808219178082,4.210410958904109
135,17,Vallarta,0.6341013387978142,0.010359639344262294,0.05297989071038252,30.35185792349727,0.0019319672131147543,28.168032786885245,31.568579234972677,5.248907103825136
136,18,Atemajac,0.8815956284153005,0.015816830601092898,0.03968991803278688,34.221693989071035,0.0016069398907103826,28.03879781420765,28.34344262295082,5.619672131147541
137,18,Las Aguilas,0.5728937158469946,0.02660644808743169,0.04151527322404371,22.459562841530058,0.0012294262295081966,25.871311475409836,34.21912568306011,5.466120218579235
138,18,Las Pintas,0.4933076923076923,0.014844945054945054,0.0461090934065934,47.12129120879121,0.003600357142857143,29.634615384615383,30.01620879120879,2.753021978021978
139,18,Loma Dorada,0.7769043715846994,0.019999207650273222,0.03396628415300547,30.8877868852459,0.003160169398907104,26.27021857923497,35.18415300546448,2.1666666666666665
140,18,Miravalle,0.7030710382513662,0.01768653005464481,0.032125382513661205,79.29254098360656,0.0030615573770491804,28.035792349726776,33.926502732240436,3.601366120218579
141,18,Oblatos,0.6706316939890711,0.014284918032786885,0.040950737704918035,35.35174863387978,0.003191174863387978,28.476502732240437,38.149180327868855,4.743989071038251
142,18,Tlaquepaque,0.6992273224043716,0.016737704918032788,0.030311311475409837,31.405715846994536,0.0016652213114754098,27.683879781420764,28.70464480874317,4.156830601092897
143,18,Vallarta,0.6562177868852459,0.0117424043715847,0.04857286885245902,30.41398907103825,0.0018999180327868854,27.875956284153006,32.523497267759566,5.2661202185792355
144,19,Atemajac,1.1244535519125682,0.02396207650273224,0.030320163934426228,35.8983087431694,0.0017522950819672132,26.960928961748635,30.883333333333333,5.565573770491803
145,19,Las Aguilas,0.6943606557377049,0.028646639344262294,0.03335945355191257,22.500245901639346,0.0012478688524590164,25.115846994535517,36.810109289617486,5.298907103825137
146,19,Las Pintas,0.6475823863636364,0.021096448863636364,0.03662806818181818,56.87477272727272,0.0035861079545454547,28.58153409090909,33.25056818181818,2.8085227272727273
147,19,Loma Dorada,0.9032234972677595,0.027351639344262296,0.02665196721311475,34.72893442622951,0.003210959016393443,25.469398907103823,37.2396174863388,1.9382513661202185
148,19,Miravalle,0.8860956284153005,0.02331707650273224,0.02579407103825137,71.40371584699453,0.003127486338797814,27.20792349726776,36.30191256830601,3.4647540983606553
149,19,Oblatos,0.8207049180327869,0.019986994535519127,0.032857978142076506,35.64177595628415,0.003281366120218579,27.55928961748634,40.35655737704918,4.5980874316939895
150,19,Tlaquepaque,0.9285502732240437,0.02534191256830601,0.023726079234972677,31.675617486338798,0.0018341803278688524,26.4603825136612,31.468032786885242,3.9030054644808745
151,19,Vallarta,0.7414901639344262,0.017126284153005465,0.04041581967213115,30.47655737704918,0.0019113934426229508,27.022404371584702,35.010655737704916,4.969672131147541
152,20,Atemajac,1.473571038251366,0.03200254098360656,0.021750218579234974,39.07937158469945,0.002079617486338798,25.494262295081967,35.16502732240437,5.3
153,20,Las Aguilas,0.8142213114754098,0.03163631147540984,0.024828142076502732,25.008770491803276,0.0012740437158469946,23.82486338797814,40.90300546448088,5.1789617486338795
154,20,Las Pintas,0.8884729344729344,0.028181595441595444,0.026004159544159543,68.76011396011396,0.0036502849002849,27.014245014245013,38.1014245014245,2.596866096866097
155,20,Loma Dorada,1.2322650273224045,0.03494926229508197,0.01913945355191257,44.16314207650273,0.003368387978142076,24.355737704918035,40.464207650273224,1.676502732240437
156,20,Miravalle,1.1058551912568306,0.02746926229508197,0.020545655737704917,66.86319672131148,0.0032528415300546445,26.012021857923497,40.001639344262294,3.2625683060109285
157,20,Oblatos,1.0623278688524591,0.02673846994535519,0.02351467213114754,35.909699453551916,0.0034947814207650276,26.287704918032784,44.001639344262294,4.381967213114754
158,20,Tlaquepaque,1.2749849726775957,0.033512226775956284,0.01705188524590164,34.247513661202184,0.0022188524590163934,24.876229508196722,35.76502732240437,3.5169398907103826
159,20,Vallarta,0.8874762295081967,0.02383918032786885,0.030809180327868856,32.09486338797814,0.0019258196721311475,25.776502732240438,39.08633879781421,4.84672131147541
160,21,Atemajac,1.553846994535519,0.034607704918032785,0.017043005464480874,42.4977868852459,0.0022014207650273222,23.961748633879782,40.23306010928962,5.163387978142076
161,21,Las Aguilas,0.8449699453551913,0.03191994535519126,0.020991420765027323,27.154672131147542,0.0012574590163934426,22.602459016393443,44.996721311475405,4.72431693989071
162,21,Las Pintas,1.0345555555555557,0.032255185185185185,0.019012250712250715,77.17641025641026,0.0036942450142450145,25.527350427350427,43.02450142450142,2.4236467236467236
163,21,Loma Dorada,1.4896612021857925,0.03946625683060109,0.013906426229508197,51.42068306010929,0.003546120218579235,23.289071038251365,43.792076502732236,1.662295081967213
164,21,Miravalle,1.2587267759562841,0.029327923497267757,0.017238961748633878,64.34245901639345,0.003354016393442623,24.854644808743167,43.792076502732236,3.098360655737705
165,21,Oblatos,1.2840830601092896,0.030748306010928962,0.017367704918032786,38.42767759562842,0.003845054644808743,24.977595628415298,48.63934426229508,4.293989071038252
166,21,Tlaquepaque,1.525948087431694,0.037505710382513664,0.012648360655737705,37.81691256830601,0.0026851092896174864,23.457377049180327,40.20737704918033,3.2778688524590165
167,21,Vallarta,0.9562565573770491,0.025874617486338798,0.025787786885245904,34.38639344262295,0.0019330737704918034,24.5051912568306,43.51912568306011,4.690983606557377
168,22,Atemajac,1.5044972677595627,0.03291890710382514,0.015341680327868852,43.29464480874317,0.0021733060109289616,22.664754098360653,45.19972677595628,4.809836065573771
169,22,Las Aguilas,0.8136379781420765,0.03076956830601093,0.019382814207650274,27.346994535519126,0.001250983606557377,21.588251366120218,48.85218579234973,4.435792349726776
170,22,Las Pintas,1.0969824858757062,0.03246062146892655,0.016051920903954804,75.07590395480226,0.0036959887005649722,24.22966101694915,48.291242937853106,2.3274011299435027
171,22,Loma Dorada,1.3932185792349727,0.03961614754098361,0.011495868852459016,53.20202185792349,0.0036356830601092893,22.331147540983608,47.32486338797815,1.6581967213114754
