,Station,CO,NO2,O3,PM 10,SO2,Temperature,Humidity,Wind velocity
0,Atemajac,1.1459809767759561,0.02276391051912568,0.023059573998178505,37.91193226320583,0.0020087815346083787,22.2313752276867,47.67057149362477,3.7496470856102007
1,Las Aguilas,0.828903831679781,0.029377595164785036,0.023875404607138787,26.092816740791424,0.0013557942752879463,20.933185083817996,51.16067966700878,3.7068650929410425
2,Las Pintas,0.8497121002193742,0.02331661355501674,0.024707541161528693,53.82635492437363,0.0036817307470269024,23.52092137166609,52.094735019050916,1.8674517954046876
3,Loma Dorada,1.026065960837887,0.026368203551912568,0.019418901297814206,37.40133697632058,0.0033962273224043714,21.43261612021858,51.2521470856102,1.4302481785063752
4,Miravalle,1.051115664845173,0.023112206284153006,0.020276259107468126,66.15209927140255,0.003415292577413479,22.978665755919856,51.243101092896175,2.5110314207650273
5,Oblatos,0.9348486846600615,0.019444676118893063,0.023925317845347908,37.03850586493566,0.0035471360892836805,22.959682268534337,56.53586949094636,3.377314656645029
6,Tlaquepaque,1.0549379981780915,0.02424860441812799,0.01780860077431109,36.34202835345024,0.0024307780801639716,21.876531541790026,47.00912662263722,2.760521521293555
7,Vallarta,0.9118285177595629,0.019373241461748635,0.029833444899817853,32.26615209471767,0.0019305734858834243,22.695999544626595,50.34749658469945,3.6781534608378874
